Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,32:24:a9:c6:2d:75,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:k9,88:36:6c:51:f3:22,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,70:5d:cc:b6:d1:c8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:l1,72:5d:cc:c6:d1:c8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n5,70:5d:cc:b1:75:50,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:b1,70:5d:cc:ea:72:5c,00:1a:ac:a0:de:k2,72:5d:cc:4b:31:60,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1b:ad:a1:df:a8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,00:1a:ac:a0:de:h5,28:b3:71:0f:d8:e9,28:b3:71:4f:d8:e8,28:b3:71:8f:d8:e8,28:b3:71:cf:d8:e8,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:e8,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:ea:72:5e,70:5d:cc:1b:31:60,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:j3
2021.05.22 152919,53.0,24.0,30.732856800000004,8.974714073571429,-23.864571107142858,-0.26899677552142864,0.5604484247857142,9.973266182142856,0.0017887007549785708,-0.0029954212536428566,0.007308391617142858,-0.05609615034024626,0.026994200908146488,-1.2391331800392695,1000.6022564285713,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-76.0,-88.0,-100.0,-71.0,-100.0,-100.0,-57.0,-62.0,-100.0,-72.0,-71.0,-70.0,-43.0,-49.0,-60.0,-100.0,-100.0,-87.0,-100.0,-71.0,-76.0,-87.0,-100.0,-71.0,-100.0,-100.0,-57.0,-62.0,-100.0,-72.0,-70.0,-70.0,-43.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-58.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-73.0,-100.0,-90.0,-89.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-82.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152930,54.0,24.0,34.18157095,8.305285484285715,-23.008713978571432,-0.4878334907142857,0.38251960462142853,9.969349842857143,-0.0018852174196428572,-0.0036979164202857145,0.002652725988214285,-0.03836317823152054,0.048799970599689615,-1.297585265125547,1000.6065594999997,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-72.0,-100.0,-100.0,-100.0,-66.0,-75.0,-100.0,-100.0,-63.0,-100.0,-100.0,-62.0,-70.0,-100.0,-71.0,-70.0,-75.0,-47.0,-53.0,-62.0,-100.0,-100.0,-100.0,-100.0,-65.0,-75.0,-100.0,-100.0,-63.0,-100.0,-100.0,-62.0,-70.0,-100.0,-72.0,-71.0,-76.0,-46.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-67.0,-100.0,-84.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-81.0,-70.0,-100.0,-72.0,-100.0,-100.0,-100.0,-71.0,-73.0,-81.0,-100.0,-100.0,-72.0,-100.0,-87.0,-87.0,-100.0,-100.0,-82.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-89.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152943,55.0,24.0,34.03872317021277,4.6855318468085105,-23.14680834042553,-0.3644391915602837,0.5076202229787233,9.974260163120569,-0.0015992495815602837,-0.006022762966524823,0.003428314332269505,-0.050877781399915355,0.03647562186398823,-1.3940689436932827,1000.5873240425532,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-74.0,-100.0,-100.0,-65.0,-100.0,-100.0,-67.0,-69.0,-73.0,-74.0,-62.0,-77.0,-45.0,-55.0,-60.0,-100.0,-78.0,-100.0,-100.0,-66.0,-74.0,-100.0,-100.0,-65.0,-100.0,-100.0,-60.0,-69.0,-77.0,-74.0,-62.0,-77.0,-45.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-64.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-82.0,-90.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152955,56.0,24.0,32.4360865942029,2.5095651847826086,-22.817391050724634,-0.2563609011536232,0.45827807942028986,9.972831228260869,0.0007263896209710134,-0.0037720928369565218,0.004998613061231883,-0.04595126535581501,0.02569190366214737,-1.4582565685977107,1000.5834667391306,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-76.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-70.0,-74.0,-73.0,-73.0,-74.0,-47.0,-43.0,-61.0,-100.0,-81.0,-100.0,-100.0,-71.0,-77.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-71.0,-74.0,-74.0,-72.0,-75.0,-47.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-77.0,-60.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-82.0,-85.0,-84.0,-83.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153006,57.0,24.0,30.85173869565217,3.6565216971014496,-23.553478000000002,-0.30719586648550723,0.441813102768116,9.961588528985507,0.0029219631296449286,-0.0030372839257971013,-0.0012738222199275356,-0.044351303140949955,0.030979301464959825,-1.4145449486331663,1000.5755591304347,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-91.0,-100.0,-100.0,-66.0,-72.0,-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-76.0,-71.0,-75.0,-71.0,-75.0,-40.0,-39.0,-61.0,-100.0,-100.0,-89.0,-100.0,-67.0,-73.0,-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-76.0,-71.0,-75.0,-70.0,-75.0,-40.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-85.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-75.0,-58.0,-100.0,-69.0,-100.0,-76.0,-100.0,-80.0,-100.0,-78.0,-69.0,-87.0,-73.0,-74.0,-100.0,-100.0,-100.0,-100.0,-76.0,-78.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-80.0,-79.0,-84.0,-84.0,-86.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153018,58.0,24.0,29.98629593209877,2.9596295820987653,-25.010740438271604,-0.388862744691358,0.6126683217901235,9.959695527777777,0.000822790237,-0.0037607806177777773,0.004702033550925926,-0.06143580500128456,0.03895324655452072,-1.414969225724538,1000.5902212962964,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-79.0,-100.0,-100.0,-72.0,-100.0,-100.0,-74.0,-73.0,-71.0,-76.0,-100.0,-74.0,-36.0,-40.0,-49.0,-100.0,-100.0,-100.0,-100.0,-68.0,-79.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-74.0,-70.0,-77.0,-100.0,-74.0,-36.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-69.0,-66.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-67.0,-63.0,-100.0,-100.0,-100.0,-100.0,-75.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-81.0,-86.0,-87.0,-81.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153030,59.0,24.0,26.384307423076923,2.2398461076923075,-25.54338428461539,-0.5075310093076922,0.5536852574692307,9.966574103846153,-0.0007249091300461538,-0.0019723899218461534,0.00827637809230769,-0.05541458273342305,0.05089764167339752,-1.4230146747369032,1000.5952739230769,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-92.0,-100.0,-100.0,-71.0,-79.0,-100.0,-100.0,-67.0,-83.0,-100.0,-100.0,-76.0,-70.0,-76.0,-74.0,-75.0,-34.0,-34.0,-55.0,-100.0,-100.0,-90.0,-100.0,-69.0,-78.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-76.0,-71.0,-76.0,-74.0,-75.0,-35.0,-35.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-82.0,-73.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-73.0,-78.0,-82.0,-83.0,-79.0,-85.0,-100.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153041,60.0,24.0,25.758357888059702,5.519999923880596,-29.04850700746269,-0.33909363573880597,0.3613389511791045,9.978176026119403,-0.0033669890149477604,-0.006639512555895521,0.0006691069914179099,-0.03615979301228893,0.03395876920184311,-1.310228470546096,1000.5978073134329,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-81.0,-100.0,-100.0,-65.0,-100.0,-100.0,-72.0,-81.0,-71.0,-80.0,-80.0,-75.0,-33.0,-38.0,-49.0,-100.0,-100.0,-100.0,-100.0,-70.0,-80.0,-100.0,-100.0,-65.0,-100.0,-100.0,-74.0,-80.0,-73.0,-80.0,-100.0,-75.0,-33.0,-38.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-64.0,-58.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-65.0,-82.0,-68.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-72.0,-76.0,-87.0,-88.0,-73.0,-80.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153052,61.0,24.0,27.995908719696967,9.071363440151513,-27.24181775,-0.30534259208333336,0.31147338562121213,9.972825689393941,-0.0007933287561287874,-0.001226821085984848,0.0011895579791666654,-0.03112237998743,0.030626908789572232,-1.2186982586528317,1000.588492651515,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-62.0,-100.0,-100.0,-73.0,-79.0,-73.0,-77.0,-61.0,-78.0,-33.0,-46.0,-49.0,-100.0,-100.0,-100.0,-100.0,-63.0,-79.0,-100.0,-100.0,-62.0,-100.0,-100.0,-75.0,-79.0,-69.0,-78.0,-100.0,-77.0,-34.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-89.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-59.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-64.0,-100.0,-100.0,-56.0,-100.0,-67.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-69.0,-64.0,-100.0,-100.0,-100.0,-100.0,-71.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-69.0,-81.0,-81.0,-81.0,-79.0,-81.0,-75.0,-100.0,-84.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153103,62.0,24.0,30.554999553030306,8.767727124242425,-26.355908734848484,-0.31312398397727276,0.19689282579696968,9.99007537121212,-0.002811035266333333,-0.0011712879603030311,0.004535433653409092,-0.01967152393516502,0.031386033988162594,-1.2666096777626963,1000.592568181818,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-85.0,-100.0,-100.0,-100.0,-68.0,-81.0,-86.0,-100.0,-65.0,-84.0,-100.0,-74.0,-82.0,-73.0,-79.0,-65.0,-78.0,-42.0,-48.0,-44.0,-100.0,-84.0,-100.0,-100.0,-71.0,-81.0,-100.0,-100.0,-65.0,-84.0,-100.0,-74.0,-82.0,-73.0,-79.0,-70.0,-78.0,-44.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-88.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-75.0,-62.0,-100.0,-63.0,-100.0,-66.0,-100.0,-92.0,-91.0,-68.0,-72.0,-100.0,-71.0,-53.0,-100.0,-100.0,-100.0,-100.0,-63.0,-68.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-81.0,-82.0,-100.0,-80.0,-76.0,-82.0,-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 153114,63.0,24.0,32.54796960150376,8.145112624060152,-26.778947022556395,-0.3662700383609023,0.3855682539593985,9.973990793233083,-0.0011873151714736838,0.0010803820714285711,0.0008286271654135329,-0.0386420822179573,0.03673747800206551,-1.2859450748988561,1000.5821779699252,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-80.0,-100.0,-100.0,-100.0,-71.0,-79.0,-89.0,-100.0,-70.0,-83.0,-100.0,-82.0,-81.0,-77.0,-78.0,-68.0,-78.0,-45.0,-44.0,-49.0,-100.0,-89.0,-100.0,-100.0,-71.0,-79.0,-100.0,-100.0,-70.0,-82.0,-100.0,-81.0,-82.0,-76.0,-78.0,-67.0,-78.0,-44.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-50.0,-100.0,-87.0,-100.0,-80.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-91.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-85.0,-100.0,-100.0,-57.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-64.0,-60.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-72.0,-83.0,-60.0,-71.0,-100.0,-100.0,-100.0,-100.0,-74.0,-73.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-83.0,-83.0,-70.0,-79.0,-74.0,-100.0,-78.0,-86.0,-89.0,-85.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
