Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:i9,88:36:6c:88:5b:3e,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:j4
2021.01.30 155905,58.0,24.0,15.207321102678572,-22.549285482142857,-30.461785258928575,-4.601561009821429,8.785021808035713,0.11407009247321429,0.0056218364574999995,-0.006488610685535713,0.0026271570092857147,-1.087836938244956,1.5459017232060432,1.4504958997879709,1016.0889176785713,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-59.0,-80.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-57.0,-87.0,-71.0,-100.0,-100.0,-61.0,-67.0,-72.0,-89.0,-56.0,-58.0,-100.0,-100.0,-60.0,-69.0,-62.0,-67.0,-63.0,-60.0,-41.0,-37.0,-57.0,-75.0,-100.0,-100.0,-60.0,-67.0,-100.0,-89.0,-55.0,-58.0,-100.0,-100.0,-61.0,-68.0,-54.0,-67.0,-63.0,-60.0,-41.0,-37.0,-100.0,-100.0,-76.0,-69.0,-81.0,-85.0,-81.0,-78.0,-62.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-62.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-65.0,-83.0,-100.0,-87.0,-87.0,-79.0,-100.0,-82.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155914,59.0,24.0,13.389729468468472,-23.04216181981982,-26.81135103603604,-4.380854211711711,8.889791436936937,0.06486111860000002,0.00288252435990991,-0.006886911095315315,0.0031102671682882877,-1.1126040263218924,1.556239475001086,1.4924015827007122,1016.1066039639642,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.0,-100.0,-71.0,-100.0,-100.0,-60.0,-72.0,-76.0,-89.0,-52.0,-63.0,-100.0,-100.0,-61.0,-68.0,-59.0,-67.0,-64.0,-66.0,-31.0,-33.0,-41.0,-70.0,-100.0,-100.0,-60.0,-72.0,-78.0,-100.0,-55.0,-63.0,-100.0,-100.0,-61.0,-68.0,-62.0,-67.0,-64.0,-66.0,-29.0,-33.0,-100.0,-80.0,-74.0,-68.0,-85.0,-100.0,-84.0,-80.0,-69.0,-100.0,-100.0,-63.0,-66.0,-100.0,-100.0,-65.0,-100.0,-52.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-64.0,-100.0,-61.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-58.0,-67.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-62.0,-83.0,-63.0,-89.0,-90.0,-100.0,-68.0,-100.0,-100.0,-54.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155924,60.0,24.0,13.187142544642857,-26.311606678571426,-24.511606857142855,-4.40986940625,8.880514924107144,0.1245664220392857,0.0015748540439285716,-0.003690629739642857,0.004803364393928573,-1.1095243766903877,1.542354944561209,1.543456355375903,1016.1156824107144,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-74.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-57.0,-62.0,-75.0,-100.0,-62.0,-65.0,-61.0,-69.0,-100.0,-61.0,-33.0,-29.0,-44.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-88.0,-59.0,-62.0,-100.0,-100.0,-64.0,-65.0,-61.0,-69.0,-64.0,-61.0,-32.0,-29.0,-100.0,-100.0,-73.0,-66.0,-86.0,-100.0,-86.0,-65.0,-68.0,-100.0,-100.0,-58.0,-60.0,-100.0,-100.0,-60.0,-100.0,-49.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-68.0,-100.0,-66.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-53.0,-60.0,-78.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-68.0,-69.0,-100.0,-88.0,-87.0,-100.0,-74.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155934,61.0,24.0,9.994137775862068,-29.52465473275863,-28.806206612068966,-4.527573659482758,8.817205978448277,0.09176677270172413,0.002220136917241379,-0.005190521909741379,-0.001965617023103448,-1.096046187754335,1.5498159959398468,1.7122736028556167,1016.1293662068965,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-46.0,-100.0,-72.0,-100.0,-100.0,-59.0,-67.0,-100.0,-100.0,-59.0,-61.0,-100.0,-100.0,-100.0,-70.0,-65.0,-68.0,-66.0,-60.0,-30.0,-37.0,-47.0,-71.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-59.0,-61.0,-100.0,-100.0,-100.0,-70.0,-65.0,-68.0,-66.0,-60.0,-30.0,-37.0,-100.0,-80.0,-65.0,-71.0,-85.0,-100.0,-84.0,-62.0,-70.0,-100.0,-100.0,-66.0,-60.0,-89.0,-100.0,-62.0,-100.0,-40.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-86.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-69.0,-76.0,-64.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155945,62.0,24.0,11.56862048275862,-28.266723862068964,-31.108447853448276,-4.67341803448276,8.742570616379309,-0.02439683451896552,0.0017356577161206895,-0.006306930879396553,-0.002492224743275862,-1.0794726712950344,1.576308899912341,1.677237534317477,1016.1405149137931,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-46.0,-100.0,-73.0,-100.0,-100.0,-57.0,-65.0,-100.0,-86.0,-52.0,-60.0,-78.0,-100.0,-66.0,-67.0,-64.0,-71.0,-60.0,-62.0,-29.0,-35.0,-46.0,-72.0,-100.0,-100.0,-55.0,-65.0,-100.0,-88.0,-53.0,-60.0,-77.0,-100.0,-66.0,-67.0,-61.0,-71.0,-64.0,-62.0,-29.0,-35.0,-100.0,-100.0,-71.0,-75.0,-91.0,-100.0,-90.0,-61.0,-68.0,-100.0,-100.0,-67.0,-59.0,-100.0,-100.0,-59.0,-100.0,-53.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-64.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-69.0,-66.0,-82.0,-100.0,-100.0,-100.0,-64.0,-100.0,-81.0,-100.0,-79.0,-66.0,-90.0,-88.0,-67.0,-75.0,-100.0,-83.0,-72.0,-100.0,-100.0,-92.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155955,63.0,24.0,14.887999666666666,-30.121499599999993,-32.44449958333333,-5.208665043333334,8.432795479166666,-0.24044504848999998,0.002236988442749999,-0.0016525941212500001,0.0017195856681666668,-1.0165963893135388,1.6170618573824564,1.7059545397758484,1016.1412244999999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-58.0,-68.0,-100.0,-100.0,-49.0,-66.0,-100.0,-100.0,-68.0,-73.0,-67.0,-68.0,-65.0,-61.0,-33.0,-41.0,-45.0,-100.0,-100.0,-100.0,-57.0,-68.0,-100.0,-100.0,-49.0,-66.0,-100.0,-100.0,-68.0,-73.0,-66.0,-68.0,-65.0,-61.0,-33.0,-41.0,-100.0,-100.0,-62.0,-75.0,-85.0,-100.0,-82.0,-57.0,-78.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-57.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-51.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-85.0,-100.0,-81.0,-67.0,-85.0,-86.0,-74.0,-75.0,-100.0,-100.0,-61.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160005,64.0,24.0,11.116756536036034,-28.66864827027027,-36.265945495495494,-4.963763081981983,8.583906572072072,-0.09840253726846847,-0.0018007756290090093,0.0007131327486486483,0.0011180759509909909,-1.0462676931071926,1.590596141041936,1.717220917478338,1016.131676846847,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-65.0,-73.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-57.0,-67.0,-80.0,-86.0,-51.0,-67.0,-78.0,-100.0,-100.0,-78.0,-61.0,-67.0,-62.0,-56.0,-38.0,-38.0,-45.0,-100.0,-100.0,-100.0,-57.0,-67.0,-100.0,-86.0,-51.0,-67.0,-78.0,-100.0,-67.0,-77.0,-66.0,-67.0,-62.0,-56.0,-39.0,-39.0,-100.0,-80.0,-61.0,-76.0,-85.0,-100.0,-89.0,-58.0,-77.0,-100.0,-100.0,-72.0,-62.0,-100.0,-100.0,-62.0,-100.0,-60.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-62.0,-81.0,-100.0,-79.0,-100.0,-71.0,-52.0,-80.0,-100.0,-100.0,-100.0,-66.0,-100.0,-83.0,-71.0,-76.0,-72.0,-88.0,-89.0,-62.0,-74.0,-100.0,-81.0,-100.0,-78.0,-100.0,-91.0,-85.0,-100.0,-91.0,-86.0,-78.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160015,65.0,24.0,11.008073123853212,-28.966788651376145,-40.56990765137614,-4.713250762385321,8.728932862385323,0.09774791559266055,-0.0016428466018348622,-0.004062663100366973,0.0008245841144954127,-1.0752397272564949,1.5506459244894326,1.6542579744933943,1016.1432382568805,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-46.0,-100.0,-78.0,-100.0,-100.0,-59.0,-69.0,-100.0,-88.0,-52.0,-57.0,-100.0,-100.0,-65.0,-73.0,-64.0,-71.0,-65.0,-69.0,-38.0,-42.0,-46.0,-78.0,-100.0,-100.0,-59.0,-69.0,-100.0,-88.0,-54.0,-57.0,-100.0,-100.0,-64.0,-73.0,-61.0,-71.0,-64.0,-69.0,-37.0,-42.0,-100.0,-79.0,-63.0,-76.0,-90.0,-100.0,-89.0,-68.0,-76.0,-100.0,-100.0,-71.0,-63.0,-100.0,-100.0,-63.0,-100.0,-56.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-91.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-66.0,-81.0,-100.0,-82.0,-100.0,-77.0,-50.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-85.0,-71.0,-83.0,-100.0,-86.0,-86.0,-75.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160025,66.0,24.0,15.359999784403668,-32.33669677981652,-43.78018283486238,-4.702575377981651,8.72860333027523,0.0069631654275229314,-0.0064176831657798165,0.002359828590733945,0.0024778433521100924,-1.0761822210539371,1.5695199452408957,1.6116777975624854,1016.146567706422,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-57.0,-72.0,-100.0,-100.0,-56.0,-59.0,-100.0,-89.0,-74.0,-73.0,-65.0,-70.0,-71.0,-71.0,-42.0,-52.0,-49.0,-100.0,-100.0,-100.0,-57.0,-72.0,-100.0,-100.0,-58.0,-59.0,-100.0,-91.0,-100.0,-73.0,-65.0,-70.0,-71.0,-71.0,-42.0,-52.0,-100.0,-80.0,-70.0,-79.0,-100.0,-100.0,-100.0,-57.0,-78.0,-100.0,-100.0,-74.0,-66.0,-100.0,-100.0,-66.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-69.0,-77.0,-100.0,-77.0,-100.0,-82.0,-61.0,-71.0,-100.0,-88.0,-100.0,-77.0,-100.0,-88.0,-100.0,-85.0,-74.0,-88.0,-88.0,-100.0,-75.0,-74.0,-72.0,-65.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-88.0,-81.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160034,67.0,24.0,20.547272427272723,-32.38199933636364,-45.63654474545455,-4.783303978181819,8.68499245909091,-0.03865665550727273,-0.0003064322957272725,-0.0030608235553636364,0.0004145552956363641,-1.067012987353585,1.5789937485348096,1.52622666684064,1016.1620680909093,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-75.0,-100.0,-100.0,-59.0,-72.0,-77.0,-88.0,-55.0,-58.0,-100.0,-100.0,-71.0,-77.0,-65.0,-68.0,-70.0,-67.0,-39.0,-51.0,-49.0,-73.0,-100.0,-100.0,-58.0,-72.0,-78.0,-86.0,-54.0,-58.0,-100.0,-100.0,-72.0,-78.0,-65.0,-68.0,-68.0,-67.0,-39.0,-51.0,-100.0,-76.0,-66.0,-74.0,-100.0,-100.0,-100.0,-55.0,-81.0,-90.0,-100.0,-76.0,-68.0,-100.0,-100.0,-67.0,-100.0,-58.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-63.0,-74.0,-100.0,-77.0,-100.0,-77.0,-61.0,-77.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-75.0,-75.0,-100.0,-73.0,-61.0,-78.0,-100.0,-100.0,-84.0,-100.0,-100.0,-85.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160044,68.0,24.0,24.211090572727272,-32.87618135454546,-45.98672658181819,-4.979503936363636,8.567194081818181,-0.2089113603272727,-0.0006785046980000002,0.0006487945343636367,-0.0015124469318181825,-1.0435676666823301,1.6125450665300542,1.5132368391210382,1016.1677631818181,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-50.0,-100.0,-76.0,-100.0,-100.0,-59.0,-75.0,-100.0,-87.0,-52.0,-53.0,-83.0,-100.0,-72.0,-74.0,-64.0,-67.0,-68.0,-70.0,-39.0,-54.0,-50.0,-80.0,-100.0,-100.0,-60.0,-75.0,-100.0,-86.0,-53.0,-53.0,-84.0,-100.0,-72.0,-74.0,-64.0,-67.0,-69.0,-70.0,-40.0,-54.0,-100.0,-76.0,-66.0,-74.0,-88.0,-86.0,-84.0,-48.0,-81.0,-100.0,-100.0,-79.0,-65.0,-100.0,-100.0,-65.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-72.0,-100.0,-100.0,-72.0,-65.0,-100.0,-56.0,-100.0,-80.0,-55.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-88.0,-100.0,-85.0,-74.0,-87.0,-88.0,-100.0,-79.0,-74.0,-83.0,-64.0,-80.0,-100.0,-91.0,-100.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160054,69.0,24.0,23.365486504424776,-35.599114539823006,-41.551326938053094,-4.848936192920354,8.655091491150442,-0.05055521893451327,-0.00039621909035398174,-0.003426851158672566,0.0032662101074336287,-1.0597607387905628,1.5813227870823008,1.5090564215077764,1016.1432771681416,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-76.0,-100.0,-100.0,-61.0,-71.0,-100.0,-87.0,-50.0,-57.0,-85.0,-100.0,-71.0,-76.0,-59.0,-69.0,-71.0,-65.0,-45.0,-49.0,-51.0,-76.0,-100.0,-100.0,-60.0,-71.0,-100.0,-87.0,-50.0,-57.0,-83.0,-100.0,-71.0,-75.0,-64.0,-69.0,-68.0,-65.0,-46.0,-49.0,-100.0,-80.0,-68.0,-79.0,-100.0,-100.0,-100.0,-61.0,-78.0,-100.0,-100.0,-80.0,-71.0,-100.0,-100.0,-71.0,-100.0,-67.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-80.0,-61.0,-75.0,-100.0,-100.0,-100.0,-64.0,-100.0,-88.0,-71.0,-87.0,-100.0,-88.0,-88.0,-100.0,-78.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
