Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 165406,57.0,24.0,6.49513036,11.298782399999999,-34.47808647826086,6.056432672173914,-6.821247297391306,3.722764193913043,0.005296281623043477,-0.004536497814695652,0.004023344291217391,0.764569788393767,-1.0196317880049997,-1.5864960038143656,1016.8849720869563,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-90.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-67.0,-69.0,-100.0,-100.0,-67.0,-100.0,-100.0,-69.0,-70.0,-74.0,-69.0,-72.0,-47.0,-36.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-58.0,-68.0,-100.0,-100.0,-71.0,-69.0,-70.0,-74.0,-69.0,-72.0,-46.0,-36.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-87.0,-58.0,-88.0,-66.0,-100.0,-100.0,-71.0,-75.0,-100.0,-100.0,-57.0,-100.0,-100.0,-65.0,-100.0,-67.0,-54.0,-75.0,-100.0,-91.0,-68.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-70.0,-76.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-100.0,-100.0,-100.0,-79.0,-100.0,-82.0,-100.0,-88.0,-100.0,-89.0,-100.0,-68.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165417,58.0,24.0,4.694210466666666,13.945262793859648,-33.3463152368421,5.980457411403509,-6.860374424561404,3.7699116964912283,0.0035351629864035085,-0.00484999147254386,0.00039454385043859657,0.770339498394414,-1.0083085737730328,-1.5583064137843616,1016.873674122807,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-67.0,-100.0,-100.0,-60.0,-100.0,-100.0,-72.0,-100.0,-73.0,-100.0,-71.0,-39.0,-36.0,-100.0,-79.0,-100.0,-100.0,-67.0,-100.0,-100.0,-57.0,-60.0,-100.0,-100.0,-100.0,-72.0,-67.0,-73.0,-100.0,-72.0,-39.0,-35.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-89.0,-53.0,-91.0,-67.0,-100.0,-100.0,-69.0,-75.0,-100.0,-49.0,-50.0,-100.0,-100.0,-65.0,-100.0,-64.0,-63.0,-61.0,-100.0,-100.0,-63.0,-68.0,-69.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-67.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-91.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-65.0,-80.0,-100.0,-100.0,-76.0,-85.0,-100.0,-83.0,-100.0,-84.0,-100.0,-84.0,-100.0,-76.0,-100.0,-87.0,-89.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165427,59.0,24.0,0.8366128946774193,14.471128705645162,-29.968548000000002,6.0637326580645174,-6.752839713709678,3.846653493548387,0.0054044037764516125,-0.006228500323709678,0.003510406058629032,0.7546652334351693,-1.0055473134402306,-1.5701431295564097,1016.8766931451613,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-64.0,-70.0,-100.0,-100.0,-64.0,-100.0,-100.0,-72.0,-70.0,-76.0,-65.0,-69.0,-39.0,-36.0,-100.0,-78.0,-100.0,-100.0,-70.0,-100.0,-100.0,-55.0,-65.0,-100.0,-100.0,-62.0,-72.0,-100.0,-76.0,-65.0,-69.0,-39.0,-36.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-87.0,-55.0,-84.0,-64.0,-100.0,-100.0,-62.0,-64.0,-100.0,-53.0,-53.0,-100.0,-100.0,-66.0,-100.0,-66.0,-60.0,-67.0,-100.0,-100.0,-79.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-67.0,-72.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-88.0,-59.0,-69.0,-100.0,-100.0,-76.0,-79.0,-100.0,-80.0,-100.0,-82.0,-100.0,-83.0,-100.0,-71.0,-100.0,-80.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165443,60.0,24.0,0.06526315570175438,14.457368105263159,-29.849999657894738,6.335776171052632,-6.302130321929824,4.126679659649122,0.007018166399999999,-0.010358495606491231,-0.0027026501634210527,0.6947572487488127,-0.9933669368426005,-1.5425368348757427,1016.8767816666664,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-68.0,-71.0,-100.0,-100.0,-65.0,-83.0,-100.0,-68.0,-100.0,-75.0,-69.0,-72.0,-33.0,-42.0,-100.0,-81.0,-100.0,-100.0,-71.0,-100.0,-100.0,-58.0,-65.0,-84.0,-100.0,-72.0,-68.0,-100.0,-74.0,-68.0,-72.0,-34.0,-42.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-57.0,-100.0,-68.0,-100.0,-100.0,-72.0,-69.0,-100.0,-45.0,-46.0,-100.0,-100.0,-66.0,-100.0,-76.0,-70.0,-65.0,-100.0,-100.0,-100.0,-66.0,-67.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-64.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-63.0,-60.0,-100.0,-100.0,-73.0,-77.0,-80.0,-74.0,-100.0,-81.0,-80.0,-81.0,-100.0,-72.0,-100.0,-81.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165454,61.0,24.0,3.733157844736842,18.163683912280703,-30.837894149122807,6.270920757017545,-6.4661381728070175,3.9766594359649123,0.00725929734885965,-0.009624385577105264,0.002205705767894737,0.7163878726331812,-1.005624348657173,-1.396577935469778,1016.8748605263161,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-70.0,-100.0,-100.0,-64.0,-85.0,-100.0,-80.0,-74.0,-76.0,-67.0,-73.0,-36.0,-41.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-56.0,-64.0,-100.0,-100.0,-76.0,-80.0,-100.0,-76.0,-65.0,-73.0,-37.0,-41.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-92.0,-57.0,-91.0,-66.0,-100.0,-100.0,-100.0,-66.0,-100.0,-46.0,-47.0,-100.0,-100.0,-69.0,-100.0,-69.0,-61.0,-65.0,-100.0,-100.0,-68.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-62.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-64.0,-67.0,-100.0,-100.0,-69.0,-77.0,-84.0,-72.0,-100.0,-83.0,-84.0,-83.0,-100.0,-56.0,-100.0,-78.0,-88.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165505,62.0,24.0,6.265178454464286,17.299821178571428,-34.610356714285714,6.259061891964285,-6.560697786607143,3.7891322839285713,0.005989053554285713,-0.008815352654017857,0.006201591283392857,0.7306318655610085,-1.0263953059911728,-1.434621240411486,1016.8716974999999,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-69.0,-100.0,-100.0,-63.0,-100.0,-100.0,-78.0,-68.0,-75.0,-61.0,-72.0,-38.0,-48.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-52.0,-63.0,-100.0,-100.0,-100.0,-77.0,-66.0,-75.0,-62.0,-72.0,-38.0,-48.0,-100.0,-71.0,-100.0,-100.0,-70.0,-100.0,-100.0,-48.0,-100.0,-63.0,-100.0,-100.0,-100.0,-66.0,-100.0,-43.0,-44.0,-100.0,-100.0,-67.0,-100.0,-65.0,-62.0,-59.0,-100.0,-100.0,-71.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-89.0,-64.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-57.0,-71.0,-100.0,-100.0,-77.0,-82.0,-80.0,-77.0,-100.0,-85.0,-79.0,-85.0,-100.0,-61.0,-100.0,-78.0,-89.0,-91.0,-64.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165515,63.0,24.0,6.462477747787611,18.266548477876103,-35.81734467256637,6.087581407079647,-6.914919907079646,3.4733511601769913,0.00451068851920354,-0.0056555634319469025,-0.0003198392676991148,0.7786425905945027,-1.0523577179528971,-1.440962253418644,1016.8772713274336,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-66.0,-72.0,-100.0,-100.0,-65.0,-100.0,-100.0,-78.0,-100.0,-73.0,-68.0,-71.0,-38.0,-42.0,-100.0,-76.0,-100.0,-100.0,-72.0,-100.0,-100.0,-54.0,-65.0,-100.0,-100.0,-100.0,-77.0,-100.0,-73.0,-70.0,-71.0,-38.0,-42.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-54.0,-90.0,-66.0,-100.0,-100.0,-100.0,-58.0,-100.0,-45.0,-45.0,-100.0,-100.0,-74.0,-100.0,-76.0,-100.0,-58.0,-100.0,-100.0,-76.0,-68.0,-64.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-60.0,-79.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-63.0,-69.0,-100.0,-100.0,-75.0,-84.0,-76.0,-81.0,-100.0,-85.0,-75.0,-84.0,-66.0,-100.0,-100.0,-79.0,-87.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165526,64.0,24.0,10.009911243362833,19.700176734513274,-38.80194629203541,6.217783386725665,-6.877967576106194,3.2861527681415925,0.005851348354336282,-0.005817739940530973,0.0007937735177876111,0.7742563554670958,-1.0846903914898898,-1.3781388386160927,1016.88049539823,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-70.0,-100.0,-88.0,-63.0,-100.0,-100.0,-81.0,-68.0,-69.0,-69.0,-74.0,-42.0,-47.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-54.0,-63.0,-100.0,-100.0,-100.0,-84.0,-100.0,-70.0,-100.0,-74.0,-41.0,-47.0,-100.0,-76.0,-100.0,-100.0,-72.0,-100.0,-82.0,-52.0,-85.0,-70.0,-100.0,-100.0,-100.0,-65.0,-100.0,-46.0,-46.0,-100.0,-100.0,-73.0,-100.0,-77.0,-61.0,-57.0,-100.0,-100.0,-84.0,-62.0,-62.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-62.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-77.0,-83.0,-84.0,-79.0,-87.0,-84.0,-85.0,-83.0,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-58.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165537,65.0,24.0,12.879632701834863,22.729541091743116,-42.972109660550466,6.111419390825689,-6.961365002752293,3.322880024770642,0.0037721154776146786,-0.006301988491926606,0.006084301738165136,0.7856899450678344,-1.0727186509228628,-1.3563117718477862,1016.8866875229357,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-69.0,-100.0,-100.0,-64.0,-100.0,-100.0,-78.0,-100.0,-71.0,-65.0,-69.0,-46.0,-45.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-49.0,-64.0,-100.0,-100.0,-100.0,-77.0,-100.0,-71.0,-66.0,-69.0,-45.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-68.0,-100.0,-100.0,-100.0,-66.0,-100.0,-52.0,-53.0,-100.0,-100.0,-74.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-73.0,-71.0,-70.0,-100.0,-81.0,-100.0,-100.0,-63.0,-100.0,-100.0,-62.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-59.0,-75.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-79.0,-83.0,-100.0,-79.0,-100.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-68.0,-86.0,-86.0,-60.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165547,66.0,24.0,14.53999973611111,23.667777481481487,-45.124443851851844,6.131915132407409,-6.786682793518518,3.6367260851851855,0.0028096858178703692,0.002485452356111111,-0.0015222988565740739,0.7606751549023169,-1.035676721069548,-1.3597679016766724,1016.8950133333333,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-70.0,-85.0,-100.0,-61.0,-100.0,-100.0,-81.0,-70.0,-74.0,-100.0,-71.0,-54.0,-52.0,-100.0,-100.0,-100.0,-100.0,-70.0,-82.0,-100.0,-51.0,-61.0,-100.0,-100.0,-75.0,-80.0,-69.0,-74.0,-100.0,-71.0,-52.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-51.0,-90.0,-67.0,-100.0,-100.0,-100.0,-63.0,-100.0,-47.0,-48.0,-100.0,-100.0,-78.0,-100.0,-80.0,-65.0,-54.0,-100.0,-100.0,-82.0,-74.0,-73.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-68.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-80.0,-100.0,-89.0,-83.0,-89.0,-77.0,-100.0,-100.0,-78.0,-86.0,-86.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165557,67.0,24.0,9.722033691525425,21.896948940677966,-49.675422966101706,6.096980241525424,-6.976247215254237,3.317348911016949,0.0011184942616949158,0.0010623049394067796,0.0008221314692372883,0.787847031476134,-1.0725971647238328,-1.4743673306400493,1016.896647881356,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-74.0,-69.0,-85.0,-100.0,-59.0,-100.0,-100.0,-83.0,-73.0,-75.0,-71.0,-72.0,-44.0,-52.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-52.0,-59.0,-100.0,-100.0,-100.0,-83.0,-72.0,-76.0,-100.0,-72.0,-44.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-91.0,-74.0,-100.0,-100.0,-100.0,-70.0,-100.0,-51.0,-51.0,-100.0,-100.0,-80.0,-88.0,-76.0,-100.0,-55.0,-100.0,-100.0,-82.0,-72.0,-73.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-81.0,-100.0,-100.0,-79.0,-86.0,-68.0,-82.0,-100.0,-86.0,-100.0,-86.0,-78.0,-100.0,0.0,-70.0,-85.0,-85.0,-65.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165608,68.0,24.0,4.6309090263636365,21.47072707272728,-51.497999363636374,6.193009483636363,-6.772619876363635,3.547967002727272,-0.0012194535252727271,0.0038905452020909096,-0.004690056689636363,0.7592049728740345,-1.050571097569032,-1.5553070198405872,1016.8893958181816,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-66.0,-71.0,-82.0,-100.0,-57.0,-78.0,-100.0,-83.0,-100.0,-76.0,-100.0,-69.0,-50.0,-56.0,-100.0,-82.0,-100.0,-100.0,-71.0,-83.0,-100.0,-49.0,-57.0,-78.0,-100.0,-75.0,-82.0,-76.0,-76.0,-100.0,-69.0,-51.0,-56.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-49.0,-100.0,-66.0,-100.0,-100.0,-75.0,-71.0,-100.0,-50.0,-50.0,-100.0,-100.0,-83.0,-100.0,-81.0,-72.0,-52.0,-100.0,-100.0,-84.0,-65.0,-65.0,-100.0,-77.0,-100.0,-100.0,-63.0,-100.0,-100.0,-62.0,-80.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-66.0,-71.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-82.0,-100.0,-80.0,-100.0,-100.0,-89.0,-81.0,-89.0,-75.0,-61.0,-73.0,-76.0,-83.0,-82.0,-59.0,-100.0,-89.0,-100.0,-100.0,-85.0,-88.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
