Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,70:5d:cc:b6:d1:c8,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:v7,88:36:6c:51:f3:22,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f3,70:5d:cc:05:03:10,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:l2,ea:d8:d1:b4:cf:21,32:24:a9:c6:2d:75,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:i9,70:5d:cc:b1:75:50,00:1a:ac:a0:de:f9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,72:5d:cc:4b:31:60,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:j1,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:1b:31:60,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 150722,56.0,24.0,31.734239623999997,2.6870399519999992,-20.999039735999997,-0.3261768447711999,0.46454677512,9.978054036000003,-0.0032589661892239987,-0.00516730905464,0.0027146855372000016,-0.04669206088036294,0.03259563578711818,-1.4514201946258545,1000.8359118399999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-83.0,-89.0,-100.0,-100.0,-72.0,-76.0,-100.0,-100.0,-62.0,-68.0,-100.0,-100.0,-68.0,-100.0,-71.0,-71.0,-73.0,-38.0,-49.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-76.0,-90.0,-100.0,-68.0,-100.0,-100.0,-68.0,-74.0,-71.0,-71.0,-73.0,-40.0,-49.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-75.0,-100.0,-74.0,-57.0,-61.0,-100.0,-100.0,-71.0,-68.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-74.0,-63.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-84.0,-60.0,-79.0,-75.0,-89.0,-85.0,-100.0,-84.0,-81.0,-100.0,-100.0,-85.0,-85.0,-88.0,-82.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150733,57.0,24.0,30.171110748148145,3.174222174074074,-21.87733305925926,-0.3240429259407407,0.5689861077037036,9.974885833333333,-0.002052801568585185,-0.0007290789328888886,-0.001940560375925926,-0.05699641021589434,0.032434713436911455,-1.4191962012538204,1000.8287339259258,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-75.0,-82.0,-100.0,-60.0,-74.0,-87.0,-100.0,-68.0,-76.0,-74.0,-70.0,-71.0,-40.0,-41.0,-64.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-74.0,-89.0,-100.0,-73.0,-74.0,-100.0,-68.0,-76.0,-74.0,-67.0,-71.0,-40.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-78.0,-66.0,-59.0,-100.0,-100.0,-70.0,-69.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-67.0,-59.0,-100.0,-52.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-88.0,-70.0,-72.0,-75.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-79.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150745,58.0,24.0,29.996057941605844,2.2646715037956207,-25.035328153284674,-0.29849791222627736,0.7488138133576642,9.951270222627736,-0.0054702447321386865,-0.0025302972947445256,-0.0023236601171532844,-0.07511513498033916,0.02996499076091346,-1.427600656112615,1000.8226035036498,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-80.0,-100.0,-100.0,-100.0,-67.0,-75.0,-88.0,-100.0,-59.0,-68.0,-100.0,-100.0,-71.0,-76.0,-74.0,-69.0,-76.0,-44.0,-39.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-75.0,-87.0,-100.0,-68.0,-83.0,-100.0,-71.0,-76.0,-74.0,-67.0,-77.0,-44.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-64.0,-64.0,-84.0,-100.0,-66.0,-66.0,-88.0,-86.0,-100.0,-64.0,-100.0,-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-70.0,-56.0,-100.0,-56.0,-88.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-72.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-84.0,-67.0,-100.0,-70.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-86.0,-87.0,-85.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150757,59.0,24.0,26.644026429530197,2.0488590303355703,-25.99731508724832,-0.2851115307731543,0.5603245826174497,9.966176899328861,-0.00023274774131543647,-0.0033108691313422822,0.002186143304026846,-0.056198418340426916,0.028570701376161484,-1.4338097004282395,1000.830402214765,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-74.0,-100.0,-100.0,-59.0,-67.0,-100.0,-100.0,-70.0,-77.0,-74.0,-71.0,-74.0,-35.0,-37.0,-50.0,-100.0,-88.0,-100.0,-100.0,-100.0,-69.0,-75.0,-100.0,-100.0,-67.0,-100.0,-100.0,-70.0,-77.0,-74.0,-71.0,-75.0,-34.0,-37.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-79.0,-61.0,-59.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-59.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-81.0,-71.0,-61.0,-67.0,-77.0,-76.0,-68.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150809,60.0,24.0,25.727113791946312,4.6977180664429525,-28.68120769798658,-0.24707630492751675,0.5900842884563757,9.956407020134227,-0.0016430673872483224,-0.0030115859580536913,-0.0018931245916107384,-0.0592865906874555,0.024778240541779024,-1.3191000599189093,1000.828027919463,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-81.0,-100.0,-100.0,-100.0,-63.0,-74.0,-100.0,-100.0,-59.0,-61.0,-100.0,-100.0,-74.0,-71.0,-78.0,-66.0,-75.0,-32.0,-35.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-77.0,-100.0,-100.0,-61.0,-100.0,-100.0,-79.0,-69.0,-78.0,-71.0,-75.0,-32.0,-35.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-78.0,-53.0,-62.0,-100.0,-100.0,-61.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-65.0,-45.0,-89.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-69.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-78.0,-61.0,-100.0,-65.0,-79.0,-72.0,-65.0,-86.0,-100.0,-83.0,-74.0,-81.0,-82.0,-76.0,-85.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150822,61.0,24.0,27.818068606896553,8.910620480689653,-27.532551413793108,-0.2916556960344827,0.5162386724827587,9.971213337931035,-0.0018429385683172417,-0.003639387628689655,0.004367812888275861,-0.0518381357771055,0.029156215166159183,-1.2033611231836778,1000.8272151034482,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-75.0,-80.0,-100.0,-55.0,-71.0,-77.0,-100.0,-73.0,-68.0,-80.0,-73.0,-76.0,-29.0,-46.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-76.0,-100.0,-100.0,-70.0,-77.0,-100.0,-73.0,-68.0,-80.0,-73.0,-76.0,-29.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-80.0,-54.0,-49.0,-100.0,-100.0,-60.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-49.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-63.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-77.0,-63.0,-65.0,-65.0,-77.0,-72.0,-100.0,-100.0,-100.0,-80.0,-70.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150835,62.0,24.0,30.715999599999996,7.814799859333334,-27.335999666666666,-0.22376892321333333,0.5522474643999999,9.965977320000002,-0.0015102625617066663,-0.0035888332844,0.0024092524333333325,-0.05541153973589336,0.022442727371572626,-1.2686239536603292,1000.8233494000001,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-78.0,-88.0,-100.0,-57.0,-65.0,-100.0,-100.0,-83.0,-76.0,-76.0,-74.0,-71.0,-37.0,-46.0,-48.0,-100.0,-87.0,-100.0,-100.0,-100.0,-70.0,-79.0,-86.0,-100.0,-65.0,-100.0,-100.0,-83.0,-75.0,-76.0,-74.0,-71.0,-37.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-82.0,-58.0,-55.0,-100.0,-100.0,-61.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-70.0,-49.0,-100.0,-60.0,-100.0,-100.0,-100.0,-87.0,-83.0,-100.0,-100.0,-100.0,-68.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-77.0,-75.0,-64.0,-62.0,-79.0,-71.0,-67.0,-100.0,-82.0,-84.0,-76.0,-83.0,-83.0,-79.0,-100.0,-83.0,-86.0,-90.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150847,63.0,24.0,32.56963979856114,7.84575524676259,-27.799855805755396,-0.22542355676546763,0.6649538449640288,9.951708510791367,-0.0001405473321007195,-0.002583322648201439,0.006458453661870503,-0.0667321832729972,0.02262883053057347,-1.2743588823208707,1000.8310481294964,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-76.0,-100.0,-100.0,-100.0,-68.0,-77.0,-100.0,-100.0,-53.0,-65.0,-81.0,-100.0,-73.0,-75.0,-76.0,-71.0,-72.0,-42.0,-44.0,-49.0,-100.0,-77.0,-100.0,-100.0,-100.0,-68.0,-77.0,-100.0,-100.0,-65.0,-82.0,-100.0,-77.0,-73.0,-76.0,-69.0,-72.0,-42.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-85.0,-56.0,-53.0,-100.0,-100.0,-64.0,-65.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-59.0,-100.0,-70.0,-100.0,-100.0,-100.0,-92.0,-80.0,-100.0,-100.0,-100.0,-73.0,-67.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-80.0,-70.0,-67.0,-68.0,-82.0,-100.0,-100.0,-100.0,-82.0,-79.0,-76.0,-85.0,-84.0,-78.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150859,64.0,24.0,36.95614234285714,9.534856933571431,-27.995571042857144,-0.15372954317142856,0.5490243155,9.975232960714285,-0.0018895807896857138,-0.0023889196652142853,0.006440090574285714,-0.05508321125193362,0.015298483938594037,-1.2756520347935814,1000.8344848571428,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-77.0,-100.0,-100.0,-48.0,-60.0,-86.0,-100.0,-69.0,-71.0,-80.0,-67.0,-77.0,-42.0,-49.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-77.0,-100.0,-100.0,-60.0,-100.0,-100.0,-69.0,-71.0,-79.0,-67.0,-78.0,-45.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-84.0,-58.0,-48.0,-100.0,-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-59.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-73.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-70.0,-100.0,-62.0,-61.0,-100.0,-80.0,-100.0,-100.0,-79.0,-80.0,-83.0,-83.0,-83.0,-80.0,-100.0,-100.0,-83.0,-100.0,-100.0,-91.0,-89.0,-90.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150911,65.0,24.0,41.686026808219175,12.331232623287672,-27.773013301369865,-0.24021463922876712,0.6381070331232876,9.960166780821918,0.0016169767736095892,-0.006437306488972603,0.00045665958219177953,-0.06414249236695463,0.023948396498370043,-1.2383370497455335,1000.8383463013698,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-78.0,-81.0,-100.0,-55.0,-60.0,-100.0,-100.0,-71.0,-72.0,-79.0,-68.0,-75.0,-46.0,-52.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-78.0,-100.0,-100.0,-60.0,-100.0,-100.0,-71.0,-75.0,-79.0,-68.0,-75.0,-42.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-81.0,-62.0,-55.0,-100.0,-100.0,-74.0,-70.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-67.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-70.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-81.0,-75.0,-61.0,-70.0,-100.0,-80.0,-70.0,-100.0,-100.0,-77.0,-80.0,-88.0,-88.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150923,66.0,24.0,41.85333277777779,12.166666377777778,-30.811999607407415,-0.23093223766666668,0.5709902014814814,9.960041351851851,0.0011508476410888894,-0.0011951467592592588,-0.0009677012774074071,-0.05743973938995331,0.023091540526740593,-1.2429387233875415,1000.835625851852,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-53.0,-66.0,-100.0,-100.0,-100.0,-70.0,-77.0,-69.0,-69.0,-47.0,-53.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-69.0,-78.0,-69.0,-69.0,-47.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-80.0,-63.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-70.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-67.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-73.0,-100.0,-58.0,-60.0,-100.0,-85.0,-100.0,-100.0,-100.0,-78.0,-100.0,-87.0,-89.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150934,67.0,24.0,45.256240060150375,5.333684106766918,-33.20842067669173,-0.33725070863909773,0.6295322548872181,9.960435255639098,0.00034214419734586476,-0.0024010909108270672,0.002895464641729323,-0.06313967152981827,0.03382470904625388,-1.401816339421093,1000.8286415789472,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-100.0,-51.0,-59.0,-100.0,-100.0,-100.0,-68.0,-77.0,-71.0,-75.0,-50.0,-60.0,-56.0,-100.0,-81.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-100.0,-59.0,-86.0,-100.0,-100.0,-68.0,-77.0,-72.0,-75.0,-50.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-85.0,-100.0,-51.0,-100.0,-100.0,-70.0,-71.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-66.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-77.0,-100.0,-60.0,-65.0,-85.0,-100.0,-100.0,-100.0,-78.0,-84.0,-78.0,-100.0,-100.0,-75.0,-100.0,-78.0,-100.0,-84.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
